image,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,bbox_rotation,angle_deg
d8d102e4-color.png,519.9,117.4,492.2,89.7,55.6,55.6,135.0,309.9
d8d102e4-color.png,517.5,191.7,496.7,165.5,41.8,52.5,167.1,103.0
84a0f573-color.png,519.4,116.1,493.7,87.0,51.0,58.2,27.3,243.2
84a0f573-color.png,457.9,117.3,430.1,93.7,55.4,45.7,71.4,24.0
84a0f573-color.png,396.6,114.2,368.4,87.3,57.5,53.8,54.7,35.0
84a0f573-color.png,393.6,188.1,370.9,171.7,46.7,32.8,89.3,178.9
84a0f573-color.png,454.1,188.4,426.2,161.8,56.5,53.7,127.2,326.5
84a0f573-color.png,516.0,190.9,488.2,166.2,56.5,50.0,116.8,156.4
0d94c8b4-color.png,429.1,78.0,401.2,53.3,56.1,50.1,117.7,149.3
0d94c8b4-color.png,455.8,152.8,427.6,124.9,56.2,54.8,131.2,317.9
0d94c8b4-color.png,490.3,117.0,470.6,91.1,38.6,52.2,187.9,82.9
0d94c8b4-color.png,395.0,189.1,370.2,170.0,48.6,36.5,96.8,168.1
0d94c8b4-color.png,516.3,191.3,488.4,166.5,56.0,49.7,116.9,157.2
9a580d48-color.png,453.9,154.6,425.4,126.0,56.2,54.8,131.2,318.7
9a580d48-color.png,488.9,119.1,469.3,92.7,38.6,52.2,187.9,78.6
9a580d48-color.png,429.1,77.2,401.1,52.2,56.1,50.1,117.7,149.6
5f430915-color.png,418.2,82.0,389.5,57.3,56.1,50.1,117.7,156.7
5f430915-color.png,450.8,154.6,427.2,138.1,47.6,34.0,87.8,182.5
5f430915-color.png,481.0,117.0,453.5,95.2,54.3,43.4,75.1,17.1
5f430915-color.png,421.3,191.3,399.3,165.0,43.9,53.8,162.5,105.5
71a6769b-color.png,419.4,187.0,394.8,159.6,49.7,55.6,152.6,114.3
71a6769b-color.png,450.6,151.2,424.1,127.3,55.5,49.5,116.9,148.6
71a6769b-color.png,484.8,115.2,456.1,86.9,55.2,57.1,140.0,307.7
71a6769b-color.png,517.7,79.4,489.0,49.5,56.2,58.7,39.1,57.0
738b674b-color.png,379.3,80.0,355.4,64.0,47.1,33.0,89.4,359.4
738b674b-color.png,409.4,189.1,385.3,162.0,49.1,55.0,150.9,117.3
738b674b-color.png,471.8,153.0,443.5,126.8,55.7,51.9,124.0,144.1
f8618ac0-color.png,378.8,78.5,350.9,49.9,55.6,56.5,42.6,54.1
f8618ac0-color.png,377.4,187.3,350.7,163.5,54.8,48.0,63.1,27.6
f8618ac0-color.png,469.7,151.1,449.1,124.3,40.9,52.5,167.4,100.2
f8618ac0-color.png,440.1,76.9,411.3,48.6,57.4,54.9,128.1,144.1
a67a8b64-color.png,379.7,77.2,351.7,48.9,54.2,56.3,320.5,133.2
a67a8b64-color.png,439.8,75.4,420.6,49.5,37.5,51.6,352.5,95.7
a67a8b64-color.png,502.8,69.3,474.3,41.5,57.1,56.9,134.4,314.7
a67a8b64-color.png,470.4,149.7,450.3,124.1,40.5,52.0,346.9,104.5
a67a8b64-color.png,439.7,186.6,419.5,160.9,40.4,51.7,346.9,282.2
a67a8b64-color.png,378.7,187.0,356.1,159.7,45.5,54.3,339.9,292.4
